,product_name,generic_name,brands,categories
12477,spécialité de myrtille sauvage cuit au chaudron,,Le Jardin de Corentin,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Produits à tartiner,Pâtes à tartiner végétaux,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures de myrtilles"
12478,Farine Riz Millet,,Moulin des moines,
12479,La Terrine Auvergnate,,Le Cayrolais,Terrines
12480,Petit beurre sans gluten,Petit beurre sans gluten,Schär,Biscuits Petit beurre sans gluten
12481,Limonade,,Monoprix,Limonades
12482,Saucisses de boeuf,,Le Grand Cormier,
12483,Pâte à pizza,,"Bio Village,Marque Repère",Pâtes à pizza
12484,Rozana,Eau minérale naturelle naturellement gazeuse,Rozana,Eaux minérales gazeuses
12485,Côte d'Or Lait Noisettes,Barre chocolatée au lait et aux noisettes,Côté d'Or,"Snacks sucrés,Confiseries,Chocolats,Barres,Barres chocolatées"
12486,Mini saucisses de Strasbourg,Saucisses de Strasbourg sans polyphosphates,Franprix,Saucisses de Strasbourg
12487,Lacasa Sifo Capçal,,La Casa De Casasayas,en:beverages
12488,Nems au Porc et leur sauce,"4 Nems au porc, accompagnés de sauce pour nems","Marque Repère,Pic Express",Nems au porc
12489,P'tit Gourmand saveur Chocolat blanc,Aliment pour bébés,"Nestlé,P'tit Gourmand,Nestlé bébé,Bébé Nestlé","Aliments pour bébé,Goûters et desserts pour bébé,Desserts lactés pour bébé,Dès 8 mois"
12490,Haricots Verts Mi-fins,,La reserve de champlat,
12491,Ail Coupé,Ail coupé surgelé,Leader Price,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Epicerie,Condiments,Légumes et dérivés,Plantes condimentaires,Surgelés,Aliments à base de plantes surgelés,Légumes surgelés,Ail et dérivés,Ail haché surgelé"
12492,Crème d'Artichaut à Tartiner,,La Vie Claire,"Produits à tartiner salés,Pâtes à tartiner végétaux,Crèmes d'artichaut"
12493,M&S granola mango coco,,M&S,
12494,Château Saint-Martin,Côtes du Roussillon,Chateau Saint-Martin,"Boissons,Boissons alcoolisées,Vins,Côtes du Roussillon"
12495,"Céréales biscuité vanille, 12 + mois P'tite Céréale",,Nestlé,
12496,Beurre de brebis,,Bio Farm,en:fats
12497,Pocket Fruits Pêche prêt-à-manger,,Gerio,Pêche
12498,Roquefort,,Les Fromageries occitanes,Roqueforts
12499,Confiture de mûre sauvage,,Saveurs du plateau,"Confitures de fruits rouges,Confitures de mûres"
12500,Sans sucres ajoutés Grandes tranches Complet,pain de mie complet,Jacquet,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains de mie"
12501,Kruidvat Croquants Au Sésame,,Kruidvat,
12502,Jus de Pommes,,Rochambeau,Jus de pomme à base de concentré
12503,Creme fluide entiere,,Cora,
12504,La Fruitée - Huile Olive Vierge Extra,,"Maille,Unilever","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Matières grasses,Produits de l'olivier,Matières grasses végétales,Huiles,Huiles d'olive,Huiles d'olive vierges extra"
12505,Burger Buns,,Waitrose,
12506,"Intense choco, chocolat en poudre",,SudOuest Destination gourmet,
12507,Plein Sud,,Penny,"en:non-sugared-beverages, en:beverages"
12508,Boule D`or Edam Tendre,,Boule D'or,
12509,Sablés coeur à la Noix de Coco,,Casino,"en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, fr:sables"
12510,Tartelettes à la fraise,Tartelettes nappage à la fraise,"P'tit Déli,Marque repère","Snacks sucrés,Biscuits et gâteaux,Biscuits,Tartes,Biscuits à la fraise,Tartelettes,Tartelettes à la fraise"
12511,Quinoa Lentilles Et Tomates,,Auchan,
12512,Oasis orange pocket,,Oasis,"Aliments et boissons à base de végétaux,Boissons,Boissons à base de végétaux,Boissons aux fruits,Boissons non sucrées,Boissons à l'orange"
12513,Sirop d'agave à la vanille,,,
12514,Thé vert guarana,,"Juvamine,Juva Santé",Aide à la perte de poids
12515,Muscadet 2012,,Roches-Linières,"fr:Muscadet,French wine"
12516,Billes cacao,Barres au maïs extrudé au goût de chocolat avec un talon de chocolat blanc riches en vitamines et en fer,"Casino,Les Doodingues","Snacks sucrés,Confiseries,Barres,Barres chocolatées,Barres de céréales"
12517,Plats bébé 8 + mois pot au feu,,Nestle,
12518,Dattes avec noyaux,Dattes Deglet Nour glucosées d'AIgérie,Carrefour,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Fruits et produits dérivés,Produits déshydratés,Aliments à base de plantes séchés,Fruits secs,Dattes"
12519,Cardons Lyonnais Cuisinés,,Maison Malartre,Plats préparés en conserve
12520,Blanc de poulet doré au four (4+1 gratuite),"Blanc de poulet cuit de qualité supérieure, traité en salaison, bruni et doré au four",Fleury Michon,"Viandes,Volailles,Poulets,Blancs de poulet"
12521,Burger Halal Surgelés,,Auchan,"Viandes,Surgelés,Boeuf,Viandes surgelées,Préparations de viande,Préparations de viande bovine,Préparations de viande surgelées,Préparations de viande hachée,Préparations de viande hachées surgelées,Préparations de viande bovine hachée,Préparations de viande bovine hachée surgelées"
12522,"Fromage Blanc Nature, 20% De Matières Grasses, Bio",,Cora,Fromages blancs
12523,Terrine piment d'espelette,,Le Comptoir De Mathilde,
12524,Clémentines pressées,Jus clémentines pressées 100% pur fruits,Tropicana,Jus de fruits
12525,Veggies,,Garden Gourmet,
12526,Pilchards de Harengs,poissons,Les Doris,"Conserves,Produits de la mer,Poissons,Poissons en conserve,Harengs en conserve"
12527,Choco Prince,,Lu,
12528,Goût Vanille,Crème desser à la vanille,Lactel,"Produits laitiers,Desserts,Desserts lactés,Desserts lactés à la vanille"
12529,Cocktail sans alcool saveur mojito,,"Lagoa,Marque Repère","Beverages,Non-Alcoholic beverages,Sugared beverages,Cocktails sans alcool,Virgin mojito"
12530,Xtra Drôle XD Goût Fraise,Biscuits fourrés goût fraise,BN,"Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits à la fraise"
12531,Instant frites pour le micro-ondes,Frites pour micro-onde,McCain,Frites surgelées
12532,Milka Choco Biscuits,,Mondelez,
12533,Crêpes chocolat framboise Paysan Breton,,Paysan Breton,
12534,Vermicelles chocolat,,LA PATELIÈRE,"Vermicelles en chocolat,Décorations"
12535,Noir pépites cranberries,Chocolat noir,Auchan,Chocolat noir
12536,Potjevlesch à la Flamande aux 4 viandes,,"Sans marque,CGF Charcuterie",Charcuteries
12537,Bordeaux supérieur 2013,,Château Bellerive,Bordeaux supérieur
12538,Rhum blanc agricole,,HSE,"Rhums agricoles,Rhums blancs,Rhums français"
12539,Biscuits ronds nappés de chocolat au lait,,"P'tit déli,Marque Repère","Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat"
12540,Miami Pik,,Haribo,
12541,Epicerie / Thé Bio Et équitable / Thé Noir,,Pages,en:beverages
12542,Madeleines coquilles pur beurre,,U saveurs,"Snacks sucrés,Desserts,Biscuits et gâteaux,Gâteaux,Madeleines,Madeleines coquilles"
12543,Condimenti A. C'era Una Volta Funghi Porcini Sughi Sugo Uht Vaso,,Cera Una Volta a Capalbio,
12544,Cereal Bar Chocolate Banana,Barre céréalière au chocolat et à la banane,Break n' Boost,"Snacks sucrés,Barres,Barres de céréales"
12545,Fondue aux 4 fromages et ses croutons,,Mx3,
12546,Céréales Lucky Charms,,General mills,
12547,Jambon-Comté,"Sandwich composé de pain de mie sans croûte décongelé garni de jambon cuit choix, de comté et d'une mayonnaise allégée en matière grasse","Marché Franprix,Franprix","Sandwichs,Sandwichs au fromage,Sandwichs garnis de charcuteries,Sandwichs Jambon Fromage,Sandwichs au jambon,Sandwichs au Comté"
12548,Krema Festival Bonbons Sachet 590G,,Mondelez,
12549,Gros sel marin,Sel de cuisine naturel récolté sur marais salants,Perrosel,"Gros sel,Sel de mer"
12550,Orange Pamplemousse pur jus fraîchement pressé à la Framboise,,"Monop' Daily,Monoprix",Jus multifruits
12551,Beurre aux cristaux de Sel de Mer Noirmoutier,,Saveurs de nos régions,"Produits à tartiner,Produits laitiers,Matières grasses,Spreadable fats,Matières grasses animales,Milkfat,Beurres"
12552,Colis Mentos Rouleau Asso,,Mentos,
12553,1-2-3 Salade Saumon fumé Fromage sauce bulgare,"Salade composée de spécialités céréalières cuites, de salade, de saumon fumé et de fromage accompagnée d'une vinaigrette allégée en matières grasses au fromage blanc",Daunat,"Frais,Plats préparés,Plats préparés frais,Salades composées"
12554,Fentimans Dandelion & Burdock 275ml,,Fentimans,en:beverages
12555,Truite fumée façon Carpaccio à l'huile d'olive et au poivre de Sichuan (5 tranches) - 100 g,Truite fumée marinée au poivre de Sichuan avec une dosette à l'huile d'olive vierge extra citronnée,Carrefour,"Frais,Produits de la mer,Produits d'élevages,Poissons,Poissons fumés,Truites fumées,Poissons d'élevage"
12556,Petits morceaux spécial café,sucre en morceaux,"Saint-Louis,Saint Louis","en:sweeteners, en:sugars, en:granulated-sugars, en:lump-sugar"
12557,Petits pains grillés au blé complet,,Carrefour,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains grillés,Petits pains grillés"
12558,Cannelloni Pur Bœuf (A l'huile d'Olive),Cannelloni pur bœuf à la sauce tomate,"Fiorini,Sélection des Mousquetaires,Les Mousquetaires","Conserves,Plats préparés,Plats à base de viande,Plats à base de viande bovine,Plats préparés en conserve,Cannellonis,Pâtes farcies"
12559,Quenelles,,,
12560,Petit grillés aixois complet,,Roger,Petits pains grillés
12561,Chocolat noisettes X'Trem Coeur Fondant,Céréales fourrées chocolat noisettes,"Carrefour,Xtrem","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales fourrées,Céréales au chocolat"
12562,Pringles BBQ,,Pringles,
12563,Sucre en grains,,Béghin Say,"Sucres,Sucres en grains"
12564,"Saucisses De Volaille, 350 Grammes, Marque Casino",,Casino,
12565,Steak haché au jambon italien,,Delitraiteur,
12566,Pains Bagel sésame les 4 pains de 85 g,,Chabrior,
12567,Colin d'Alaska - Sauce bretonne,,Thiriet,
12568,Madeleines Longues Cacao,,"La Trinitaine,Biscuiterie La Trinitaine","Snacks sucrés,Biscuits et gâteaux,Desserts,Gâteaux,Madeleines,Madeleines longues"
12569,Jambon de veau halal,,El Benna,
12570,Sardines à l'huile d'Olive Vierge Extra,Sardines à l'huile d'Olive Vierge Extra,U,"Conserves,Produits de la mer,Poissons,Poissons en conserve,Sardines,Sardines en conserve,Sardines à l'huile,Sardines à l'huile d'olive"
12571,Matsot Vin Et Orange,,La bienfaisante,
12572,100% mie Nature,,Harrys,Pains de mie sans croûte
12573,Olives vertes dénoyautées,,Maayane,Olives vertes dénoyautées
12574,Demeter Himbeer fruchtaufstrich,,Demeter,
12575,Bandeaux citron-cola,Confiseries gélifiés au goûte citron-cola,Look-O-Look,"Snacks sucrés,Confiseries,Bonbons,Bonbons gélifiés"
12576,Mentos Gum Peppermint 9 / 18,,Mentos,
12577,Chocola's Crispy Cacao 125G,,Hamlet,
12578,Roquefort au lait cru de Brebis (+15% gratuits),,Pâturages,"Roqueforts,Fromages au lait cru,Fromages de Brebis,Fromages de France"
12579,Fromage frais 20%mg bio nature,,Malo,
12580,Carciofini,,Le Conserve Toscane,Artichauts en conserve
12581,Petits pois très fins et carottes à l'étuvée,,"Sans marque,Conserverie de Bergerac",Légumes en conserve
12582,café haïti,café moulu,Ethiquable,"Boissons,Cafés moulus,Cafés,Boissons chaudes"
12583,Energy Drink,Boisson énergisante à base de taurine pour les périodes d'activité intense,Red Bull,Boissons énergisantes
12584,Planta fin 1/2 sel 500g 60% mt/pt,,Planta Fin,
12585,"Choux Farcis X4 Charal,",,Charal,
12586,Wasa Sesam,,Wasa,
12587,Super U - Génoises nappées de Chocolat noir fourrées Orange,Génoises nappées de Chocolat noir fourrées Orange,U,"Snacks sucrés,Biscuits et gâteaux,Biscuits,Génoise"
12588,Linguine,,Milaneza,
12589,Maïs pour Pop-Corn,,Le temps des saisons,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,Graines,Céréales en grains,Maïs,Maïs pour Pop Corn"
12590,Lait caillé Raïb,,Lait du Forez,
12591,sel fin de guerande,,le guerandais,Sel de Guérande
12592,Gomme De Xanthane - - Nature &cie,,Nature & Cie,
12593,Apéro Snacks Ball,,Bell,"Viandes,Charcuteries,Saucissons,Saucissons secs"
12594,"Anchois Marinés Provençale, Galicéa",,Belmonte,
12595,Guignolet Kirsch,,Jean Gauthier,Liqueurs
12596,Bière aux myrtilles de l'Ardèche,Bière aux myrtilles de l'Ardèche,Bourganel,"Boissons,Boissons alcoolisées,Produits artisanaux,Bières,Bières avec des fruits,Alcools artisanaux,Bières artisanales,Bières françaises"
12597,Velouté de Potimarron aux Châtaignes,,Lima,Veloutés de potimarron
12598,"Soupe au Pistou, à l'huile d'olive",Potage déshydraté,Knorr,"Produits déshydratés,Soupes déshydratées"
12599,Chili con Carne,Chili con Carne,"Zapetti,Raynal et Roquelaure","Conserves,Plats préparés,Plats à base de viande,Plats à base de viande bovine,Plats préparés en conserve,Chili con carne"
12600,Pain Burger Géant,Pain spécial pour hamburger,Jacquet,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns"
12601,Marmelade  Apelsin,,Bonne Maman,Marmelades d'oranges
12602,rosette poivre vert pur porc tranchée sans peau,rosette,Boucheries André,"Viandes,Charcuteries,Saucissons,Rosettes"
12603,Pommes Croustine,"Galettes de pommes de terre râpées, surgelées",Findus,"Surgelés,Plats préparés,Plats préparés surgelés,Galettes de pommes de terre"
12604,Sensation Stick Ultra Long,Biscuits au chocolat au lait et riz soufflé,"BN,United Biscuits","Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat au lait"
12605,Sakade d'algues kombu,,Miss algae,
12606,Moutarde de Dijon,,Chatel,Moutardes de Dijon
12607,Granola Noisettes Cranberry,,"Tdp,Terre De Pépites",
12608,"Balconi Wafers Vanille 225 Gr, 2 Paquets",,Balconi,
12609,Paprika chips,,Hema,
12610,Assortiment oeufs de Pâques,,Galler,
12611,Popcorn Sucre Movies Pop,,Movies pop,
12612,TARTARE AFH,,Tartare,
12613,Biscuit De Riz WANGWANG150g,,Want Want,
12614,Vieux Gouda (25% MG),fromage au lait pasteurisé,Ets Schoepfer,"Produits laitiers,Fromages,Fromages des Pays-Bas,Fromages à pâte pressée non cuite,Fromages de vache Prim'Holstein,Goudas"
12615,Pizza Saumon,,Casino,"Surgelés,Pizzas et tartes surgelées,Pizzas surgelées,Pizzas au saumon"
12616,Lungo 100% bio,"Café torréfié, moulu","Café Royal,Delica AG,Delica","Boissons,Boissons chaudes,Cafés,Café en dosettes,Café en dosettes compatible Nespresso,Boissons non sucrées"
12617,Robinsons Fruit and Barley Peach,,Robertson s,en:beverages
12618,Fromage pour tartiflette,,Auchan,
12619,Le voyage de Mamabé - Houmous à l'ail ,Houmous ,Le voyage de Mamabé,Houmous
12620,Filets de colin d'alaska pané,,Cité Marine,
12621,Mélange forézien,,Jean-Louis Bassinet,Apéritif
12622,Cookies fruits rouges,,La Mere Poulard,
12623,Crica 2 choco ,,chabrior,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales fourrées,Céréales au chocolat"
12624,Dés de saumon Fumé Thym - Citron,,Delpeyrat,
12625,Confiture La cour d'Orgères,,La cour d'orgères,
12626,Confiture de framboises ,,"Douceur du Verger,Marque Repère","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Petit-déjeuners,Produits à tartiner,Fruits et produits dérivés,Pâtes à tartiner végétaux,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures de fruits,Confitures de fruits rouges,Confitures de framboises"
12627,Petits fours pâtissiers aux 3 chocolats,Assortiment de petits fours pâtissiers,Casino,"Biscuits,Biscuits au chocolat"
12628,Bocal 1L Pur Jus Tomate Marmande Reflets De France,,Reflets de France,en:beverages
12629,Boisson plaisir au soja caramel et orge,Boisson au soja,Soy,"Boissons à base de végétaux,Laits de soja,Laits de soja au caramel"
12630,"Crème glacée Pistache aux éclats de pistaches grillées 1,4 litres",,Carte D Or,"Crèmes glacées,Glaces à la pistache"
12631,Abricot,Jus de fruit à base de purée d'abricots et de concentré de jus de pomme,Yan,"Aliments et boissons à base de végétaux,Boissons,Boissons à base de végétaux,Boissons aux fruits,Jus et nectars,Jus et nectars de fruits,Jus de fruits,Jus de fruits à base de concentré,Jus d'abricot,Jus d'abricot à base de concentré"
12632,Gaufrettes de cacao belge glaçage chocolat blanc,Gaufrettes au cacao avec glaçage au chocolat blanc,Saborosa,"Gaufrettes,Biscuits au chocolat blanc"
12633,Tartelettes au caramel,Dessert pâtissier composé d'une mousse saveur caramel sur une pâte croustillante et d'une préparation au caramel,U Saveurs,"Desserts,Frais"
12634,Préparation pour Flan Vanille,,L'Instinct Bio,"Snacks sucrés,Biscuits et gâteaux,Produits laitiers,Desserts,Desserts lactés,Gâteaux,Flans,Préparations pour gâteaux"
12635,Jambon cuit de Paris,,Belle France,Jambon de Paris
12636,Cheddar jeune colore,,Marks And Spencer,
12637,Teff Flocken Zwerghirse,,Govinda,
12638,Pâte feuilletée ronde sans gluten 32 cm,Pate feuilletée prête à dérouler sans gluten,U,Pate feuilletee
12639,Montania Cola,,Montania,Sodas au cola
12640,Maizbio,,Bonduelle,
12641,Purée De Pomme En Gourde,,La Vie Claire,Compotes de pomme
12642,Sirop d'agave bio,,Auchan,"Édulcorants,Sirops,Sirops traditionnels,Sirops d'agave"
12643,Salade de Poulet sauce Pitta,Préparation tartinable à base de poulet et de sauce à la tomate et moutarde,"Simon,Simon Dutriaux","en:fresh-foods, en:spreads, fr:Salades à tartiner"
12644,Chips à l'ancienne,Chips de pomme de terre à l'ancienne,Cora,"Chips de pommes de terre à l'huile de tournesol,Chips à l'ancienne"
